Player,Pos,Age,MP,Starts,Min,90s,Gls,Ast,xG
Cristián Gutiérrez\6e56a4f2,DF,23,19,17,1546,17.2,0,3,0.1
Andrés Reyes\36ab14f5,DF,21,19,17,1415,15.7,2,1,1.2
Mamadou Fall\805a2a11,DF,18,19,16,1508,16.8,4,0,1.8
Alejandro Pozuelo\5e1280ff,MFFW,29,19,14,1349,15.0,1,4,2.7
Diego Rossi\a81dba8c,FW,22,19,18,1653,18.4,6,1,9.1
Arnaud Ake\3402bb17,FWMF,22,19,2,394,4.4,1,1,0.9
Luke Haakenson\77d28e45,MFFW,23,19,3,362,4.0,2,0,1.8
Cory Burke\39fde61c,FWMF,29,19,10,948,10.5,4,2,3.7
Tyler Pasher\3a7bec1b,FW,26,19,9,847,9.4,4,2,1.8
Franco Fragapane\09538c47,FWMF,27,19,19,1531,17.0,5,9,6.1
Romell Quioto\122e850d,FW,29,19,14,1231,13.7,8,5,9.5
Erick Torres\b7f98460,FW,28,20,7,628,7.0,0,0,1.2
Andres Jasson\31d049b2,DFFW,19,20,6,680,7.6,0,0,0.2
Caleb Stanko\381e52af,MFDF,27,20,12,1170,13.0,0,0,0.1
Marcelo Silva\b9596515,DF,31,20,20,1708,19.0,0,0,0.3
Matt Besler\8393a973,DF,33,20,20,1749,19.4,0,0,0.3
Matt Hedges\5e2a4d0e,DF,30,20,16,1439,16.0,1,0,1.0
João Moutinho\a0aee24e,DF,23,20,14,1294,14.4,0,1,0.6
Drew Skundrich\51f50135,MFFW,25,20,11,1149,12.8,0,1,1.3
Derrick Jones\93c92d6c,MF,23,20,14,1128,12.5,0,1,0.0
Nathan Cardoso\d4438745,DF,25,20,20,1725,19.2,2,0,1.6
Jhon Espinoza\79666d5a,DF,21,20,8,813,9.0,0,1,0.8
Jack Maher\0c6f2fa6,DF,21,20,18,1539,17.1,1,1,0.5
Brent Kallman\2b24702b,DF,30,20,13,1274,14.2,2,0,1.0
Griffin Dorsey\c182ca04,FWDF,21,20,17,1482,16.5,2,3,2.4
Cristhian Paredes\0d8a2551,MF,22,20,13,1184,13.2,3,2,2.7
Darwin Quintero\0cc00553,MFFW,33,20,9,1019,11.3,3,2,4.0
Paul Arriola\1bb2acce,FWMF,25,20,19,1355,15.1,6,2,5.3
Jacob Shaffelburg\339a2561,FWMF,21,20,11,994,11.0,3,3,4.2
Carlos Vela\e0cd04e0,FW,31,20,15,1267,14.1,5,5,6.7
Jorge Villafaña\32337fb2,DF,31,21,20,1695,18.8,0,0,0.2
Matheus Rossetto\daf8c775,MF,24,21,15,1403,15.6,0,0,0.3
Bill Hamid\012fc030,GK,30,21,21,1816,20.2,0,0,0.0
Joe Gyau\3511b4f8,DFFW,28,21,18,1661,18.5,0,0,0.5
Michael Baldisimo\894b41c5,MF,20,21,12,1255,13.9,0,0,0.1
Marlon Hairston\1d531c57,MF,26,21,16,1296,14.4,0,1,1.3
Justin Morrow\0bee5512,DF,33,21,9,983,10.9,0,1,0.0
Derrick Williams\c0a28fbd,DF,28,21,20,1667,18.5,0,2,0.9
Bradley Wright-Phillips\9bb42ab8,FW,35,21,6,658,7.3,1,0,1.5
Victor Ulloa\e7056f05,MFDF,28,21,14,1241,13.8,0,2,0.5
Russell Canouse\ec730d9a,MF,25,21,21,1714,19.0,1,2,1.8
Kellyn Acosta\ece10cfe,MFDF,25,21,19,1718,19.1,1,2,1.0
Steve Birnbaum\26637ac8,DF,30,21,18,1617,18.0,2,1,1.4
Marcos López\9b3ab988,DF,21,21,16,1409,15.7,1,2,0.5
Wilfrid Kaptoum\d717630e,MFFW,24,21,11,892,9.9,1,1,0.4
Ryan Raposo\f006a9b3,MFFW,21,21,3,381,4.2,0,1,1.0
Santiago Rodríguez\86dff811,FWMF,21,21,11,985,10.9,3,0,3.9
Lucas Cavallini\dd8de641,FW,28,21,14,1232,13.7,3,1,3.5
Indiana Vassilev\04e195ee,FWMF,19,21,7,801,8.9,3,0,1.6
Thiago\6adb0b79,FW,20,21,9,972,10.8,4,1,2.8
Gyasi Zardes\09ae7f92,FW,29,21,18,1558,17.3,9,0,6.5
Alan Pulido\b3085df7,FW,29,21,15,1449,16.1,8,2,7.9
Quinn Sullivan\92f62cfe,FWMF,16,21,4,538,6.0,2,2,1.2
Javier Hernández\189cee7b,FW,32,21,20,1730,19.2,17,2,13.1
Chris Mavinga\fda36cfb,DF,29,22,21,1674,18.6,0,0,0.7
Nick Marsman\f352799f,GK,30,22,22,1919,21.3,0,0,0.0
Marko Marić\b57454c7,GK,25,22,22,1980,22.0,0,0,0.0
Pedro Gallese\b76e1394,GK,30,22,22,1980,22.0,0,0,0.0
Edwin Cerrillo\bd060315,MF,20,22,16,1389,15.4,0,0,0.1
Allan Cruz\030105a5,MF,24,22,18,1647,18.3,1,0,2.6
Bressan\3db1684c,DF,28,22,20,1746,19.4,1,0,0.9
Sam Junqua\91981d97,DF,24,22,18,1613,17.9,0,1,0.4
Tristan Blackmon\7f35d14e,DF,24,22,15,1296,14.4,1,0,0.4
Paul Marie\da0bb55a,DF,25,22,9,1003,11.1,1,0,0.9
Joel Waterman\47ddcc22,DF,25,22,21,1851,20.6,0,2,0.0
Nkosi Burgess\4a07ae31,DF,23,22,21,1824,20.3,1,1,0.7
Andrew Gutman\b7a23251,DF,24,22,19,1835,20.4,2,1,1.0
George Fochive\f99000bb,MF,28,22,11,1031,11.5,2,0,1.0
Frankie Amaya\2e8bd00c,MF,20,22,10,840,9.3,1,1,0.5
Rayan Raveloson\fb3236a7,MFDF,24,22,22,1928,21.4,5,0,2.4
Jake Mulraney\0f04858e,FWDF,24,22,13,1129,12.5,1,2,2.7
Isaac Atanga\ff0f2a53,FWMF,20,22,12,1024,11.4,1,2,2.5
Nicolás Mezquida\00b629e1,MFFW,29,22,6,661,7.3,1,1,0.8
Rónald Matarrita\491862dd,DF,26,22,22,1964,21.8,2,4,0.6
Omir Fernandez\622986f0,FWMF,21,22,8,773,8.6,3,0,3.5
Jared Stroud\5d018899,FWMF,24,22,13,1164,12.9,1,4,2.3
Daniel Musovski\925a2703,FWMF,25,22,5,715,7.9,4,3,3.9
Ema Twumasi\9ca4b140,DF,23,23,19,1702,18.9,0,0,0.3
Bobby Shuttleworth\4598ac94,GK,33,23,23,2070,23.0,0,0,0.0
Rodrigo Schlegel\5bb02df4,DF,23,23,16,1571,17.5,0,0,0.3
Judson\e1535f82,MFDF,27,23,20,1653,18.4,0,0,0.3
Liam Fraser\d784062b,MF,22,23,11,1139,12.7,0,0,0.2
Waylon Francis\a3a1849f,DF,30,23,14,1344,14.9,0,0,0.0
Claudio Bravo\5619c5e8,DF,23,23,23,2019,22.4,0,1,1.0
Bryan Acosta\c5f400f4,MF,27,23,16,1575,17.5,0,1,1.2
Luciano Abecasis\6c510f2d,DF,30,23,14,1232,13.7,0,2,0.5
Tom Barlow\da4821de,FWMF,25,23,2,499,5.5,1,0,1.7
Ahmed Hamdi\fc7c8d3d,MF,22,23,9,889,9.9,2,0,1.4
Ignacio Aliseda\bb8099ee,FWMF,20,23,16,1594,17.7,4,1,3.8
Dániel Gazdag\527d0e31,MFFW,24,23,17,1332,14.8,4,3,5.6
Ismael Tajouri-Shradi\ef4249ff,FWMF,26,23,14,1230,13.7,7,0,4.8
Jhonder Cádiz\e8edfdc9,FW,25,23,7,689,7.7,2,2,3.8
Robin Lod\33c69aa0,FW,27,23,21,1809,20.1,9,4,8.5
Danny Leyva\ecc3a9c9,MF,17,24,8,869,9.7,0,0,0.2
Leonard Owusu\a06c6c8a,MF,23,24,14,1063,11.8,0,0,0.2
Jimmy Maurer\ca1c6f3d,GK,32,24,24,2130,23.7,0,0,0.0
Steve Clark\ed6320b7,GK,34,24,24,2096,23.3,0,0,0.0
Alex Bono\aa28a396,GK,26,24,24,2160,24.0,0,0,0.0
Joshua Atencio\1f084637,MF,19,24,18,1514,16.8,0,0,0.1
Nicolás Acevedo\6140be7b,MF,21,24,15,1351,15.0,0,0,0.4
Nick Hagglund\39632554,DF,28,24,17,1672,18.6,1,0,0.9
Tanner Beason\3f1b018e,DF,23,24,22,1929,21.4,0,1,1.3
Osvaldo Alonso\8449bfda,MF,35,24,15,1416,15.7,1,0,0.5
José Andrés Martínez\c8364e8e,MF,26,24,23,1953,21.7,0,2,0.4
Lalas Abubakar\4a67f05b,DF,26,24,23,1921,21.3,2,0,0.8
Jorge Figal\91e44066,DF,26,24,23,2010,22.3,1,2,0.9
Guðmundur Þórarinsson\ded30989,DF,28,24,20,1649,18.3,2,2,0.8
Kevin Paredes\5c50fdbc,DFFW,17,24,19,1543,17.1,3,1,2.3
Robbie Robinson\e0dae99f,FWMF,22,24,16,1369,15.2,4,0,5.1
Ruan\f2665f7c,DF,25,24,21,1884,20.9,2,4,1.6
Jonathan Osorio\70106ff6,MFFW,28,24,19,1650,18.3,4,2,4.3
Braian Galván\bbfbd4d3,DFMF,20,24,14,1202,13.4,2,3,0.9
Eduard Atuesta\60990b81,MF,23,24,24,2128,23.6,2,7,2.5
Caden Clark\6e327d0d,MFFW,17,24,17,1502,16.7,4,3,2.4
Will Bruin\87a6ac29,FW,31,24,16,1287,14.3,3,3,3.3
Yeferson Soteldo\bbb6c951,FW,23,24,19,1737,19.3,3,6,5.9
Szabolcs Schön\d5ff481a,FW,20,24,9,950,10.6,0,6,2.7
Josef Martínez\e73f0aa1,FW,27,24,18,1639,18.2,12,0,10.0
Sebastián Blanco\4ddd0834,MFFW,32,24,12,1180,13.1,7,6,5.6
Santiago Sosa\f080dd22,MFDF,21,25,25,2196,24.4,0,0,0.7
Jhohan Romaña\4e32c2d6,DF,22,25,19,1801,20.0,0,0,0.6
Daniel Pereira\b8862e65,MF,20,25,18,1557,17.3,0,0,0.7
David Ochoa\dba6b279,GK,20,25,25,2250,25.0,0,0,0.0
Michael Boxall\6bfa0d3a,DF,32,25,25,2188,24.3,0,1,0.8
Jake Nerwinski\2b5801d0,DF,26,25,19,1721,19.1,1,0,0.8
Adam Lundqvist\91769a24,DF,26,25,22,1942,21.6,0,1,0.4
Everton Luiz\3799e138,MF,32,25,19,1657,18.4,0,1,0.3
Kemar Lawrence\80be3efe,DF,28,25,20,1916,21.3,1,0,0.8
Nick DePuy\ba7b4e67,DF,26,25,18,1861,20.7,0,1,0.9
Brian Anunga\17b28ec7,MF,24,25,17,1511,16.8,1,0,0.8
Darwin Cerén\a58de3f0,MF,31,25,13,1208,13.4,0,1,0.3
Jay Chapman\3bb4d381,MFFW,27,25,13,1188,13.2,0,1,0.4
Gustavo Vallecilla\2ce88662,DF,21,25,25,1997,22.2,2,0,0.8
Oswaldo Alanís\e97787d9,DF,31,25,24,2042,22.7,2,0,2.0
Javain Brown\3d14c62e,DF,21,25,19,1733,19.3,0,2,0.7
Tony Alfaro\4118b12a,DF,27,25,21,1846,20.5,1,1,1.4
Samuel Piette\bc33c73b,MF,26,25,19,1713,19.0,1,1,1.6
Hector Jiménez\2dc1e90e,DF,32,25,19,1617,18.0,1,1,0.7
Rodney Redes\426c3982,FWMF,20,25,5,721,8.0,0,1,1.8
Julián Carranza\3e9ae1db,FWMF,20,25,6,738,8.2,1,0,1.1
Anton Tinnerholm\0fe96099,DF,29,25,23,2009,22.3,0,3,1.0
Alan Franco\a548281c,DF,24,25,23,2013,22.4,0,3,0.4
Gastón Giménez\ab66cc31,MF,29,25,22,1955,21.7,2,1,1.3
Auro\b234cb0e,DFMF,25,25,23,1991,22.1,0,3,0.7
Wikelman Carmona\cab97dd2,MFFW,17,25,15,1229,13.7,1,1,2.3
Walker Zimmerman\220fa883,DF,27,25,22,2042,22.7,3,2,2.2
Patrick Mullins\a03a84d3,FWMF,28,25,9,801,8.9,1,2,1.5
Jimmy Medranda\6f7ac622,DFMF,26,25,15,1293,14.4,4,3,1.5
Ezequiel Barco\7fa737c4,FWMF,21,25,23,2136,23.7,7,6,5.1
Federico Higuaín\ef8fc24c,MFFW,36,25,7,810,9.0,3,4,1.4
James Sands\dccd127f,DFMF,20,26,26,2257,25.1,0,0,0.0
Joseph Mora\2af71023,DF,28,26,16,1531,17.0,0,0,0.2
Andre Blake\b3b21a11,GK,30,26,26,2340,26.0,0,0,0.0
Aníbal Godoy\2d496ca3,MF,30,26,22,2019,22.4,0,1,1.0
Bakaye Dibassy\247accfd,DF,31,26,26,2332,25.9,1,0,1.2
Alexander Callens\af34f10d,DF,28,26,25,2094,23.3,1,0,1.4
Larrys Mabiala\5bdec47f,DF,33,26,21,1838,20.4,0,1,0.8
Jonathan dos Santos\91872dec,MF,30,26,22,1808,20.1,1,0,0.9
Zorhan Bassong\6297d826,DF,21,26,13,1252,13.9,0,1,0.2
Miles Robinson\782a95d9,DF,23,26,25,2295,25.5,1,1,0.8
Alistair Johnston\4fb17e20,DF,22,26,24,2143,23.8,1,1,1.2
Xavier Arreaga\7f2b7640,DF,26,26,25,2162,24.0,2,0,1.7
Christian Makoun\7efffe65,DF,20,26,23,2022,22.5,2,0,1.3
Mathieu Choiniere\017459bb,DF,21,26,24,1982,22.0,2,0,1.2
Harrison Afful\7d8ede09,DF,34,26,21,1814,20.2,0,2,0.5
Graham Zusi\9ba42447,DF,34,26,24,2128,23.6,0,4,0.6
Andy Najar\f8280175,DF,27,26,23,1913,21.3,1,3,1.6
Bjørn Johnsen\02ee4c77,FW,29,26,10,891,9.9,2,0,4.0
Andrés Ricaurte\4db5b8cb,MF,29,26,9,984,10.9,1,2,1.5
Efrain Alvarez\3cd08ab7,FWMF,18,26,16,1252,13.9,2,2,2.7
Sebastian Lletget\73019c31,MFFW,28,26,21,1830,20.3,3,4,2.5
Sunusi Ibrahim\796994e5,FW,18,26,9,914,10.2,4,0,5.4
Adrien Hunou\d14229f3,FW,27,26,22,1707,19.0,7,1,10.2
Sergio Santos Gomes\a930b263,FWMF,26,26,17,1363,15.1,6,1,6.7
Diego Rubio\3f082234,FWMF,27,26,19,1656,18.4,5,4,5.9
Gadi Kinda\d4a2f24c,MFFW,26,26,24,2030,22.6,5,6,6.2
Raúl Ruidíaz\7a4296e1,FW,30,26,24,2147,23.9,17,0,15.4
Maxime Crépeau\ea42e480,GK,26,27,27,2430,27.0,0,0,0.0
Kamal Miller\0646bd8a,DF,23,27,26,2378,26.4,1,0,0.5
Ranko Veselinović\366609b6,DF,21,27,22,1996,22.2,1,0,1.6
Kyle Smith\9e6b2ec3,DF,29,27,21,1793,19.9,1,0,0.9
Shane O'Neill\a62a56b4,DF,27,27,19,1856,20.6,1,0,0.5
Nick Besler\cc9fa1a8,MF,27,27,18,1647,18.3,0,1,0.4
Raheem Edwards\b828d56a,DFMF,25,27,15,1376,15.3,0,1,3.2
Victor Wanyama\e0900238,MF,29,27,27,2361,26.2,2,0,2.8
Tom Edwards\1b780599,DF,22,27,25,1950,21.7,0,2,0.4
Bill Tuiloma\bf547c54,DF,25,27,19,1808,20.1,1,1,1.2
Andrés Perea\7e1dbecf,MFFW,20,27,16,1736,19.3,2,0,2.0
Diego Palacios\6ec37f2e,DFMF,21,27,19,1756,19.5,0,2,0.7
Kim Moonhwan\6bce7dd8,DF,25,27,19,1784,19.8,1,1,1.4
Fabian Herbers\5cbf5ccd,MFFW,27,27,22,1829,20.3,0,2,2.6
Richie Laryea\276fdbe4,DFFW,26,27,26,2292,25.5,3,0,3.1
Omar Gonzalez\0d2fe665,DF,32,27,26,2298,25.5,3,0,1.4
Shea Salinas\4c10838d,DFFW,34,27,14,1395,15.5,0,2,2.5
Daniel Lovitz\db97d838,DF,29,27,26,2307,25.6,0,4,0.7
Alfredo Morales\ff45add5,MFDF,30,27,20,1783,19.8,0,4,1.2
Felipe\2415bd0a,MF,30,27,9,1131,12.6,1,2,0.8
Jon Gallagher\9d5afdfb,FWMF,24,27,13,1270,14.1,3,1,4.1
Jamiro Monteiro\d384bddd,MFFW,27,27,26,2296,25.5,2,6,2.7
Rodolfo Pizarro\4b49ed54,FWMF,26,27,20,1693,18.8,3,4,2.9
Brad Smith\c76c717c,DF,26,27,20,1627,18.1,3,4,2.0
Cristian Cásseres Jr.\f86fe8c1,MFFW,21,27,24,2060,22.9,6,3,3.3
Marvin Loría\71380d87,FWMF,23,27,14,1109,12.3,2,3,2.1
Silvester van der Water\5d83500d,FWMF,24,27,12,978,10.9,3,2,3.0
Jonathan Lewis\2501eb59,FWMF,23,27,12,1304,14.5,7,1,7.3
Luka Stojanović\1a892191,MF,27,27,15,1347,15.0,8,1,5.6
Jesus Ferreira\f61246d8,MF,20,27,26,2241,24.9,8,8,6.7
Tajon Buchanan\3aca6420,MFFW,21,27,19,1745,19.4,8,5,4.9
Brian White\54c948de,FW,24,27,23,1915,21.3,12,5,9.1
Alexandru Mățan\3bd3bcc4,FWMF,21,28,9,802,8.9,0,0,1.5
Matt Turner\4a51ba65,GK,26,28,28,2520,28.0,0,0,0.0
Tim Melia\cc741f50,GK,34,28,28,2520,28.0,0,0,0.0
Sean Nealis\8c1b17b3,DF,24,28,28,2430,27.0,1,0,2.1
Henry Kessler\23c75879,DF,22,28,25,2239,24.9,1,0,0.9
Miguel Navarro\3fbff39a,DF,21,28,25,2223,24.7,0,2,0.5
John Tolkin\5e88c524,DFMF,18,28,22,1989,22.1,1,1,0.9
Dax McCarty\b74e58c0,MF,33,28,24,2063,22.9,0,2,0.7
Nick Lima\959686eb,DF,26,28,21,1999,22.2,0,2,0.5
Rémi Walter\0984c5d5,MF,25,28,23,1894,21.0,1,1,1.3
Robin Jansson\8ca5c176,DF,29,28,26,2425,26.9,3,0,1.0
Diego Chará\6260cc9d,MF,34,28,27,2449,27.2,2,1,0.4
Geoff Cameron\1a160ea3,DF,35,28,26,2367,26.3,0,3,0.8
Junior Moreno\5dcb4ac4,MF,27,28,25,2144,23.8,1,2,0.5
Boris Sekulić\adf26bd4,DF,29,28,27,2307,25.6,2,4,0.9
Maikel Chang\04cc9edd,DFMF,29,28,12,1089,12.1,2,1,1.2
Kevin Cabral\42af215b,FWMF,21,28,24,1993,22.1,5,2,8.5
Cristian Roldan\48875649,MFFW,25,28,27,2358,26.2,6,5,6.3
Joaquín Torres\c82dcb70,FWMF,24,28,22,1887,21.0,4,5,3.7
Víctor Vázquez\6c564d36,MFFW,34,28,21,1625,18.1,3,5,1.7
Carlos Fierro\bbd2b6b7,FWMF,26,28,12,1160,12.9,3,3,4.3
Carles Gil\11c30a46,MF,28,28,24,2284,25.4,4,11,5.3
Nani\15e9c7e6,FWMF,34,28,22,1831,20.3,10,7,6.2
Ola Kamara\e134351a,FW,31,28,22,1814,20.2,19,4,16.3
Eric Remedi\38e2cbd6,MF,25,29,26,2360,26.2,0,0,0.3
Kelvin Leerdam\d8b47705,DF,30,29,18,1706,19.0,0,0,0.3
Yuya Kubo\cba16a46,MF,27,29,29,2344,26.0,0,0,0.5
Brad Guzan\d899e3bf,GK,36,29,29,2610,29.0,0,0,0.0
Marco Farfan\cfc68595,DF,22,29,21,1754,19.5,0,0,0.5
Sean Johnson\c164335e,GK,31,29,29,2610,29.0,0,1,0.0
Zarek Valentin\f0d23e7b,DF,29,29,28,2397,26.6,0,1,0.1
Mauricio Pineda\e0c17cde,DFMF,23,29,28,2405,26.7,1,0,1.4
Danny Wilson\9cfe9254,DF,29,29,29,2450,27.2,2,0,1.3
Romain Métanire\0fb21da9,DF,30,29,29,2558,28.4,0,2,0.5
Jonathan Mensah\8087e6cb,DF,30,29,28,2538,28.2,2,0,1.8
Antonio Carlos\949fe1e8,DF,27,29,28,2413,26.8,2,0,0.9
Pablo Ruíz\7368cd70,MF,22,29,24,2054,22.8,0,2,1.3
Jackson Yueill\7dce16bf,MF,23,29,28,2557,28.4,3,0,3.5
Dru Yearwood\2eb09121,MF,20,29,18,1689,18.8,1,1,1.3
Gregore\49815f34,MF,26,29,29,2535,28.2,0,3,0.4
Hassani Dotson\8f2af1ed,MFFW,23,29,26,2371,26.3,2,2,3.8
Brandon Bye\9fcd12af,DF,25,29,27,2479,27.5,2,2,1.7
George Bello\aca0a525,DF,19,29,26,2435,27.1,1,3,3.2
Alex Roldan\1255a82a,DF,24,29,26,2270,25.2,1,3,0.4
Haris Medunjanin\de5d5d41,MF,35,29,18,1548,17.2,3,0,0.7
Diego Valeri\31da63ad,MFFW,34,29,10,1231,13.7,2,1,4.2
Derrick Etienne\59059f1e,FWMF,24,29,21,1841,20.5,1,4,2.2
Teal Bunbury\3077fce8,FWMF,30,29,12,1143,12.7,3,0,4.3
Mauricio Pereyra\f45eb18d,MF,30,29,26,2157,24.0,1,7,2.3
Emanuel Reynoso\614b26e3,MFFW,25,29,28,2381,26.5,5,4,5.6
Aaron Herrera\d86e3070,DF,23,29,29,2509,27.9,1,10,1.1
Arnór Ingvi Traustason\7d036b4a,MFFW,27,29,19,1451,16.1,2,5,3.8
Chris Mueller\a5334099,FWMF,24,29,18,1641,18.2,3,6,3.2
Fredy Montero\bc5b5be5,FWMF,33,29,15,1477,16.4,7,3,5.9
Patryk Klimala\0bf3c11c,FW,22,29,26,2079,23.1,8,6,13.7
Franco Jara\413cce14,FW,32,29,12,1262,14.0,7,2,8.5
Felipe Mora\f4b0ea46,FW,27,29,22,2021,22.5,11,4,11.5
Eloy Room\6b33d86b,GK,31,30,30,2700,30.0,0,0,0.0
Tyler Miller\7827a6b3,GK,27,30,30,2700,30.0,0,0,0.0
Maxime Chanot\ca366055,DF,31,30,29,2603,28.9,0,0,1.1
Jonathan Bornstein\79a6c95f,DF,36,30,25,2219,24.7,0,0,0.2
Chase Gasper\7371ec36,DF,25,30,30,2627,29.2,1,0,1.6
Ilie Sánchez\72979f65,DFMF,30,30,27,2508,27.9,1,0,1.1
Joe Corona\470cd24b,MF,30,30,19,1732,19.2,0,1,1.3
Keegan Rosenberry\f940c69e,DF,27,30,30,2666,29.6,2,0,1.1
Matt Polster\d1d418f8,MF,27,30,27,2277,25.3,2,0,1.2
Leandro González Pirez\5ba1112c,DF,28,30,30,2655,29.5,0,3,1.2
Brek Shea\adb6ae24,DFFW,30,30,17,1676,18.6,2,0,2.4
Olivier Mbaizo\f6315619,DF,23,30,28,2484,27.6,0,3,0.2
Marky Delgado\7f6a25b7,MFFW,25,30,27,2370,26.3,3,0,2.3
Žan Kolmanič\4501fd21,DF,20,30,23,2105,23.4,0,3,0.4
Júnior Urso\b40424f1,MF,31,30,29,2485,27.6,4,0,3.9
Matías Vera\fe529f25,MF,25,30,29,2451,27.2,3,1,3.1
Latif Blessing\5153d32e,MFDF,24,30,25,2204,24.5,2,2,2.8
Zachary Brault-Guillard\948a58c2,DF,22,30,23,2050,22.8,2,2,1.5
Ethan Finlay\c16a59af,FW,30,30,19,1720,19.1,3,2,3.3
Ryan Hollingshead\28b58797,DF,29,30,30,2668,29.6,3,5,2.8
Maximiliano Urruti\6c8fb474,FW,29,30,25,2240,24.9,7,1,6.7
Jack Price\6217c92d,MF,28,30,30,2531,28.1,0,12,0.6
Yimmi Chará\9df9baab,FWMF,29,30,29,2313,25.7,6,5,4.9
Maximiliano Moralez\f99f37fc,MFFW,33,30,27,2383,26.5,3,11,6.2
Fábio\30f90535,FWMF,23,30,25,2188,24.3,7,6,8.6
Gonzalo Higuaín\8a08491a,FW,33,30,28,2448,27.2,12,7,11.1
Anderson Julio\f907a6a8,FWMF,24,30,10,1026,11.4,8,1,7.1
Dániel Sallói\6fcddf5f,FW,24,30,26,2453,27.3,16,7,11.3
Johnny Russell\a30e1562,FW,30,30,26,2221,24.7,15,7,9.1
Gustavo Bou\3dfcc735,FW,30,30,25,2319,25.8,15,9,10.7
Andrés Ríos\f825bd33,FWMF,31,31,8,960,10.7,0,0,2.4
Jonathan Bond\c3a86eea,GK,27,31,31,2790,31.0,0,0,0.0
Justen Glad\5b768b0f,DF,23,31,31,2786,31.0,2,0,1.4
Dario Župarić\c6f99e42,DF,28,31,30,2700,30.0,0,2,0.5
Wil Trapp\9bf9391c,MF,28,31,31,2729,30.3,1,1,0.6
Rudy Camacho\6ad16d47,DF,29,31,31,2743,30.5,3,0,1.2
Julio Cascante\cc120b4f,DF,27,31,27,2416,26.8,2,1,1.5
Paxton Pomykal\c1f0fb45,FWMF,21,31,18,1516,16.8,1,1,1.6
Tomas Pochettino\fb36aa6b,MFFW,24,31,26,2221,24.7,2,1,3.9
Memo Rodriguez\fc6c6b2b,MFFW,25,31,18,1564,17.4,2,1,3.6
Keaton Parks\77986763,MF,23,31,28,2437,27.1,4,1,2.3
Khiry Shelton\f935709c,FW,27,31,25,2228,24.8,3,2,4.8
Alexander Ring\6c1221d6,MF,29,31,31,2701,30.0,4,3,3.5
DeJuan Jones\10d1139c,DF,23,31,29,2544,28.3,3,4,2.1
João Paulo Mior\b96aa1d6,MF,29,31,28,2536,28.2,3,8,1.7
Sacha Kljestan\73682895,MFFW,35,31,13,1402,15.6,5,1,4.1
Justin Meram\ae34c71d,FWMF,32,31,15,1397,15.5,2,5,1.9
Luciano Acosta\363ba6d7,MF,26,31,30,2694,29.9,7,8,5.8
Fafà Picault\dbaa10c0,FWMF,29,31,29,2459,27.3,11,4,9.3
Randall Leal\874a5031,MFFW,24,31,25,2151,23.9,8,7,4.0
Ricardo Pepi\a2b1ed42,FW,18,31,24,2092,23.2,13,2,9.7
Brandon Vazquez\c570cf22,FW,22,31,6,851,9.5,4,3,4.0
Adam Buksa\3b676989,FW,24,31,21,2079,23.1,16,3,16.3
Hany Mukhtar\87fe8526,FWMF,25,31,28,2496,27.7,16,10,10.8
Jesús David Murillo Largacha\68d48a71,DF,26,32,32,2742,30.5,0,0,0.8
Roger Espinoza\60b7c195,MF,34,32,24,2091,23.2,0,1,2.3
Blaise Matuidi\c0cddebe,MF,33,32,27,2284,25.4,1,1,0.4
Alejandro Bedoya\9a6f8dfd,MF,33,32,30,2652,29.5,3,0,4.4
Michael Bradley\fd5e3a73,MFDF,33,32,30,2690,29.9,1,3,1.0
Brooks Lennon\ec80ba72,DF,23,32,30,2647,29.4,0,4,1.0
Kyle Duncan\575e6cb1,DF,23,32,27,2600,28.9,1,3,1.3
Thomas McNamara\ab36595d,MF,29,32,21,1967,21.9,2,2,2.7
Julian Araujo\8f4541c2,DF,19,32,32,2793,31.0,0,6,0.5
Alex Muyl\2c1025bf,MFFW,25,32,16,1539,17.1,3,1,2.3
Malte Amundsen\83b6e15d,DF,22,32,14,1394,15.5,1,3,0.5
Cole Bassett\2c8da8a1,MFFW,19,32,23,2210,24.6,5,3,8.2
Pedro Santos\789da0f2,FWDF,32,32,30,2553,28.4,4,6,5.7
Álvaro Medrán\31223bcf,MF,26,32,26,2285,25.4,3,6,2.8
Chris Wondolowski\37f46eda,FWMF,38,32,9,1258,14.0,5,0,6.7
Andre Shinyashiki\8c395868,FWMF,25,32,18,1429,15.9,4,2,5.8
José Cifuentes\8c8c07a7,MF,21,32,26,2317,25.7,5,5,6.2
Cristian Espinoza\9c794a80,FWMF,25,32,28,2227,24.7,3,8,5.2
Marcelino Moreno\058c938c,MFFW,26,32,30,2586,28.7,9,4,8.1
Lucas Zelarayán\3ce30893,MF,28,32,28,2622,29.1,12,4,6.5
Tesho Akindele\897304e5,FW,28,32,15,1368,15.2,3,6,6.1
Javier Eduardo López\f851b52f,MFFW,26,32,31,2253,25.0,12,3,6.0
Valentín Castellanos\da76bab4,FW,22,32,32,2749,30.5,19,8,21.4
William Yarbrough\ec646e88,GK,31,33,33,2970,33.0,0,0,0.0
Brad Stuver\6a1940d5,GK,29,33,33,2970,33.0,0,0,0.0
Andreu Fontàs\0f138d5a,DF,31,33,33,2970,33.0,0,0,1.9
Andrew Farrell\71eda165,DF,28,33,33,2970,33.0,0,0,0.1
Auston Trusty\cddf767b,DF,22,33,33,2970,33.0,1,0,1.2
J.T. Marcinkowski\977791f4,GK,23,33,33,2970,33.0,0,1,0.0
